old_path,new_path,topic,channel
20260329_20260308 - 「高盛&野村」20260305：“两会”财政政策低于预期，提振消费停留在口号上，民生仍以托底为主，短期做好经济下行压力加大的准备，Q2或有刺激政策出台，决策层偏好科技与投资｜外资研报｜财经｜中国经济｜ [mHT6SnN0FvU]_MiroFish.md,20260329_20260308 - 「高盛&野村」20260305：“两会”财政政策低于预期，提振消费停留在口号上，民生仍以托底为主，短期做好经济下行压力加大的准备，Q2或有刺激政策出台，决策层偏好科技与投资｜外资研报｜财经｜中国经济｜ [mHT6SnN0FvU]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260309 - 「瑞银&花旗」20260305：供需再平衡仍是渐进过程，大炼科技优先级最高，提振消费缺乏财政支持，房地产政策缺少新意，2026年物价有望实现转正，“两会”政府工作报告点评｜外资研报｜中国经济｜财经｜ [zPtU7BXJTu4]_MiroFish.md,20260329_20260309 - 「瑞银&花旗」20260305：供需再平衡仍是渐进过程，大炼科技优先级最高，提振消费缺乏财政支持，房地产政策缺少新意，2026年物价有望实现转正，“两会”政府工作报告点评｜外资研报｜中国经济｜财经｜ [zPtU7BXJTu4]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260311 - 「荣鼎」20260303：中国金融和财政体系正在溃烂，信贷资金流向低效国企，导致金融体系僵尸化，财政收入持续下滑制约经济增长，“壮士断腕”式改革受到多重制约，改革将是缓慢渐进过程｜外资研报｜中国经济｜ [b_x6s2WZ054]_MiroFish.md,20260329_20260311 - 「荣鼎」20260303：中国金融和财政体系正在溃烂，信贷资金流向低效国企，导致金融体系僵尸化，财政收入持续下滑制约经济增长，“壮士断腕”式改革受到多重制约，改革将是缓慢渐进过程｜外资研报｜中国经济｜ [b_x6s2WZ054]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260312 - 「高盛」20260310：体制内专家解读“两会”房地产领域，对市场前景保持谨慎，触底还需2-3年，政策基调未变，边际支持库存回购，城市更新未来5年10万亿规模，但没有大拆大建｜外资研报｜房价｜二手房｜ [hd3I705fWZc]_MiroFish.md,20260329_20260312 - 「高盛」20260310：体制内专家解读“两会”房地产领域，对市场前景保持谨慎，触底还需2-3年，政策基调未变，边际支持库存回购，城市更新未来5年10万亿规模，但没有大拆大建｜外资研报｜房价｜二手房｜ [hd3I705fWZc]_MiroFish_real_estate.md,real_estate,老厉害
20260329_20260315 - 「瑞银」20260312：上海深圳消费品和房地产实地调研，春节后茅台价格持续下行，户外、玩具、珠宝零售需求旺盛，维持房价继续下行2年的判断，写字楼净吸纳量提升是就业回暖和房价筑底的先行指标｜外资研报｜ [WqZH7cpV0UQ]_MiroFish.md,20260329_20260315 - 「瑞银」20260312：上海深圳消费品和房地产实地调研，春节后茅台价格持续下行，户外、玩具、珠宝零售需求旺盛，维持房价继续下行2年的判断，写字楼净吸纳量提升是就业回暖和房价筑底的先行指标｜外资研报｜ [WqZH7cpV0UQ]_MiroFish_social_lifestyle.md,social_lifestyle,老厉害
20260329_20260317 - 「野村」20260316：1-2月经济数据大幅超预期，但短期增长压力将显现。油价上涨压缩下游企业利润，叠加AI推动降薪裁员，实则输入通缩而非通胀。求是呼吁加强舆论引导，内需弱归因预期管理不够｜外资研报 [gjs6rpguW2I]_MiroFish.md,20260329_20260317 - 「野村」20260316：1-2月经济数据大幅超预期，但短期增长压力将显现。油价上涨压缩下游企业利润，叠加AI推动降薪裁员，实则输入通缩而非通胀。求是呼吁加强舆论引导，内需弱归因预期管理不够｜外资研报 [gjs6rpguW2I]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260318 - 「大摩」20260316：维持黄金下半年$5700⧸oz的乐观预期，但伊朗局势演变带来的油价上涨，推升美联储降息路径不确定性，对黄金价格形成双向风险｜外资研报｜贵金属｜有色｜霍尔木兹海峡｜摩根士丹利｜ [WUE-2xEK4T8]_MiroFish.md,20260329_20260318 - 「大摩」20260316：维持黄金下半年$5700⧸oz的乐观预期，但伊朗局势演变带来的油价上涨，推升美联储降息路径不确定性，对黄金价格形成双向风险｜外资研报｜贵金属｜有色｜霍尔木兹海峡｜摩根士丹利｜ [WUE-2xEK4T8]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260319 - 「Cognizant」20260318：AI对就业岗位的替代速度远超预期，将影响93%的就业岗位，对应450万亿美元的薪资，“白领”受到的冲击远超“蓝领”｜外资研报｜多模态｜推理｜Agent｜人工智能 [0Q9aSpQ3eJo]_MiroFish.md,20260329_20260319 - 「Cognizant」20260318：AI对就业岗位的替代速度远超预期，将影响93%的就业岗位，对应450万亿美元的薪资，“白领”受到的冲击远超“蓝领”｜外资研报｜多模态｜推理｜Agent｜人工智能 [0Q9aSpQ3eJo]_MiroFish_social_observation.md,social_observation,老厉害
20260329_20260321 - 「瑞银」20260319：2026中国经济展望，“两会”后的再校准，维持实际GDP增速预期4.5%，体制内外养老金差距持续扩张，消费及民生支持力度低于预期，重点仍在科技创新｜外资研报｜财经｜宏观｜投资 [O5bReQIFy-c]_MiroFish.md,20260329_20260321 - 「瑞银」20260319：2026中国经济展望，“两会”后的再校准，维持实际GDP增速预期4.5%，体制内外养老金差距持续扩张，消费及民生支持力度低于预期，重点仍在科技创新｜外资研报｜财经｜宏观｜投资 [O5bReQIFy-c]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260329_20260326 - 「CF40」20260322：地缘政治危机和经济金融危机中，避险资产类别不同。黄金、美股、日元在历次中东能源冲突后表现优异，美债则在经济金融危机后表现更佳。重新审视避险资产｜财经｜投资｜大类资产配置｜ [hx2EE1kyjtg]_MiroFish.md,20260329_20260326 - 「CF40」20260322：地缘政治危机和经济金融危机中，避险资产类别不同。黄金、美股、日元在历次中东能源冲突后表现优异，美债则在经济金融危机后表现更佳。重新审视避险资产｜财经｜投资｜大类资产配置｜ [hx2EE1kyjtg]_MiroFish_commodities.md,commodities,老厉害
20260330_20250307 - 「BCA研报解读」20250306：美国衰退即将来临｜哪个国家都受不了领导人瞎折腾｜外资研报｜美国经济｜衰退｜美股｜ [muuikpBytHY]_MiroFish.md,20260330_20250307 - 「BCA研报解读」20250306：美国衰退即将来临｜哪个国家都受不了领导人瞎折腾｜外资研报｜美国经济｜衰退｜美股｜ [muuikpBytHY]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260330_20250308 - 「高盛研报解读」20250306：“两会经济主题记者会”重申支持立场并提供更多实施细节，调升人民币汇率预期｜中国经济｜两会｜财政政策｜货币政策｜央行｜十四届全国人大三次会议｜ [oNS9BxyiAiI]_MiroFish.md,20260330_20250308 - 「高盛研报解读」20250306：“两会经济主题记者会”重申支持立场并提供更多实施细节，调升人民币汇率预期｜中国经济｜两会｜财政政策｜货币政策｜央行｜十四届全国人大三次会议｜ [oNS9BxyiAiI]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260330_20250414 - 「高盛研报解读」闪辉20250413：关税、政策对冲、沿海城市房价、欧盟合作等最新观点｜中国经济｜房地产｜房价｜消费｜内需｜财政政策｜贸易战｜特朗普｜合纵连横｜ [xH2rXQXolkE]_MiroFish.md,20260330_20250414 - 「高盛研报解读」闪辉20250413：关税、政策对冲、沿海城市房价、欧盟合作等最新观点｜中国经济｜房地产｜房价｜消费｜内需｜财政政策｜贸易战｜特朗普｜合纵连横｜ [xH2rXQXolkE]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260330_20250505 - 「瑞银研报解读」20250430：中美贸易结构的关键事实，2018年后中美直接贸易转向间接贸易，中国受贸易战的影响超过美国｜中国经济｜贸易战｜特朗普｜关税战｜外资研报｜ [PtTW14JUZkU]_MiroFish.md,20260330_20250505 - 「瑞银研报解读」20250430：中美贸易结构的关键事实，2018年后中美直接贸易转向间接贸易，中国受贸易战的影响超过美国｜中国经济｜贸易战｜特朗普｜关税战｜外资研报｜ [PtTW14JUZkU]_MiroFish_technology.md,technology,老厉害
20260330_20250507 - 「高盛研报解读」20250506：数据和贸易站助长了市场敏感性，美元兑人民币汇率将走弱，中国国债收益率曲线将呈现“牛平”｜中国经济｜外资研报｜汇率｜利率曲线｜国债收益率｜ [9OD50ccgOPI]_MiroFish.md,20260330_20250507 - 「高盛研报解读」20250506：数据和贸易站助长了市场敏感性，美元兑人民币汇率将走弱，中国国债收益率曲线将呈现“牛平”｜中国经济｜外资研报｜汇率｜利率曲线｜国债收益率｜ [9OD50ccgOPI]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260330_20250524 - 「高盛研报解读」20250523：中国经济展望——逆风前行：房地产量价齐跌，通缩加剧，政策退坡｜中国经济｜宏观经济｜货币政策｜财政政策｜政治局会议｜房地产｜贸易战｜特朗普｜ [1jW2knP5X_Y]_MiroFish.md,20260330_20250524 - 「高盛研报解读」20250523：中国经济展望——逆风前行：房地产量价齐跌，通缩加剧，政策退坡｜中国经济｜宏观经济｜货币政策｜财政政策｜政治局会议｜房地产｜贸易战｜特朗普｜ [1jW2knP5X_Y]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260330_20250527 - 「小摩研报解读」20250527：三个视角寻找中国房价底部，关于中国房地产的所有图表｜房价领先指标均已转弱，降价无法去库存，房地产仍在深度调整｜外资研报｜摩根大通｜房地产｜房价｜二手房｜新房｜ [3eDCWVaiYDI]_MiroFish.md,20260330_20250527 - 「小摩研报解读」20250527：三个视角寻找中国房价底部，关于中国房地产的所有图表｜房价领先指标均已转弱，降价无法去库存，房地产仍在深度调整｜外资研报｜摩根大通｜房地产｜房价｜二手房｜新房｜ [3eDCWVaiYDI]_MiroFish_real_estate.md,real_estate,老厉害
20260330_20250608 - 「大摩研报解读」20250606：收入增速下降，房价预期悲观，消费缺乏有力支撑｜总结亚洲投资人对市场的看法｜外资研报｜摩根士丹利｜亚洲宏观｜中国经济｜就业｜收入｜房价｜人民币｜汇率｜ [-9voviABpUI]_MiroFish.md,20260330_20250608 - 「大摩研报解读」20250606：收入增速下降，房价预期悲观，消费缺乏有力支撑｜总结亚洲投资人对市场的看法｜外资研报｜摩根士丹利｜亚洲宏观｜中国经济｜就业｜收入｜房价｜人民币｜汇率｜ [-9voviABpUI]_MiroFish_real_estate.md,real_estate,老厉害
20260330_20250616 - 「大摩研报解读」20250616：抢出口及消费前置，致刺激政策延至9月，下半年经济增速继续回落｜中国经济｜摩根士丹利｜外资研报｜出口｜消费｜618｜以旧换新｜国补｜ [z28bcXZddrE]_MiroFish.md,20260330_20250616 - 「大摩研报解读」20250616：抢出口及消费前置，致刺激政策延至9月，下半年经济增速继续回落｜中国经济｜摩根士丹利｜外资研报｜出口｜消费｜618｜以旧换新｜国补｜ [z28bcXZddrE]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260330_20250709 - 「高盛研报解读」20250707：人民币在有管理的路径上走低，债牛还在持续，市场预期7月没有增量政策｜外资研报｜中国经济｜债券｜收益率曲线｜货币政策｜财政政策｜ [yGnccHg7xCs]_MiroFish.md,20260330_20250709 - 「高盛研报解读」20250707：人民币在有管理的路径上走低，债牛还在持续，市场预期7月没有增量政策｜外资研报｜中国经济｜债券｜收益率曲线｜货币政策｜财政政策｜ [yGnccHg7xCs]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260330_20250710 - 「小摩研报解读」20250708：如何在股票市场上交易反内卷政策，借鉴供给侧改革1.0历史经验｜外资研报｜摩根大通｜投资策略｜宏观经济｜就业｜产能｜GDP｜十四五｜ [dAK1FMluU90]_MiroFish.md,20260330_20250710 - 「小摩研报解读」20250708：如何在股票市场上交易反内卷政策，借鉴供给侧改革1.0历史经验｜外资研报｜摩根大通｜投资策略｜宏观经济｜就业｜产能｜GDP｜十四五｜ [dAK1FMluU90]_MiroFish_macro_strategy.md,macro_strategy,老厉害
20260330_20250711 - 「小摩研报解读」20250711：没有棚改2.0，量价齐跌的房地产还有哪些政策能够出台？｜外资研报｜摩根大通｜棚户区改造｜房地产｜房价｜北京｜上海｜限购｜止跌回稳｜城中村改造｜ [gUWHMCTqfp4]_MiroFish.md,20260330_20250711 - 「小摩研报解读」20250711：没有棚改2.0，量价齐跌的房地产还有哪些政策能够出台？｜外资研报｜摩根大通｜棚户区改造｜房地产｜房价｜北京｜上海｜限购｜止跌回稳｜城中村改造｜ [gUWHMCTqfp4]_MiroFish_real_estate.md,real_estate,老厉害
